instrument_id,symbol,strike,underlying_symbol_1,underlying_symbol_2,underlying_symbol_3,underlying_symbol_4,underlying_symbol_5,underlying_symbol_6,expiry,execution_style,option_type,underlying_spot_1,underlying_spot_2,underlying_spot_3,underlying_spot_4,underlying_spot_5,underlying_spot_6,underlying_vol_1,underlying_vol_2,underlying_vol_3,underlying_vol_4,underlying_vol_5,underlying_vol_6,corr_11,corr_12,corr_13,corr_14,corr_15,corr_16,corr_21,corr_22,corr_23,corr_24,corr_25,corr_26,corr_31,corr_32,corr_33,corr_34,corr_35,corr_36,corr_41,corr_42,corr_43,corr_44,corr_45,corr_46,corr_51,corr_52,corr_53,corr_54,corr_55,corr_56,corr_61,corr_62,corr_63,corr_64,corr_65,corr_66,earliest_date,latest_date,payoff_at_expiry,npv
c7aa900fe8fc44deaeb701cf,BSK-AAPL-ABBV-AXP-BRK-CAT-GS,149.663986,AAPL,ABBV,AXP,BRK,CAT,GS,6,European,Call,154.156158,150.163986,173.620361,332.549988,211.506134,320.29599,0.2434,0.1829,0.3042,0.1604,0.3383,0.3025,0,-0.124555426,0.63016198,0.445328793,-0.176384855,0.040711218,-0.124555426,0,0.319510022,0.625928756,0.608405853,0.402876011,0.63016198,0.319510022,0,0.828167368,0.496880831,0.321063726,0.445328793,0.625928756,0.828167368,0,0.595008266,0.339224114,-0.176384855,0.608405853,0.496880831,0.595008266,0,0.737944975,0.040711218,0.402876011,0.321063726,0.339224114,0.737944975,0,6,9,FALSE,70.21559906
a52fb500a14547aaac87c917,BSK-AAPL-ABBV-AXP-BRK-CAT-HON,149.663986,AAPL,ABBV,AXP,BRK,CAT,HON,3,American,Call,154.156158,150.163986,173.620361,332.549988,211.506134,184.022583,0.2434,0.1829,0.3042,0.1604,0.3383,0.156,0,-0.124555426,0.63016198,0.445328793,-0.176384855,-0.104516176,-0.124555426,0,0.319510022,0.625928756,0.608405853,0.535645766,0.63016198,0.319510022,0,0.828167368,0.496880831,0.266669462,0.445328793,0.625928756,0.828167368,0,0.595008266,0.479624807,-0.176384855,0.608405853,0.496880831,0.595008266,0,0.825874555,-0.104516176,0.535645766,0.266669462,0.479624807,0.825874555,0,6,12,FALSE,45.81108852
78457659c3af421c8e9244cc,BSK-AAPL-ABBV-AXP-BRK-CAT-HD,332.049988,AAPL,ABBV,AXP,BRK,CAT,HD,6,European,Put,154.156158,150.163986,173.620361,332.549988,211.506134,320.093292,0.2434,0.1829,0.3042,0.1604,0.3383,0.3121,0,-0.124555426,0.63016198,0.445328793,-0.176384855,0.117156435,-0.124555426,0,0.319510022,0.625928756,0.608405853,0.51712751,0.63016198,0.319510022,0,0.828167368,0.496880831,0.447425435,0.445328793,0.625928756,0.828167368,0,0.595008266,0.584964037,-0.176384855,0.608405853,0.496880831,0.595008266,0,0.702793921,0.117156435,0.51712751,0.447425435,0.584964037,0.702793921,0,3,12,TRUE,112.2808876
0e3a77d01e6d430cbb885108,BSK-AAPL-ABBV-AXP-BRK-CAT-INTC,332.049988,AAPL,ABBV,AXP,BRK,CAT,INTC,12,American,Put,154.156158,150.163986,173.620361,332.549988,211.506134,42.9049,0.2434,0.1829,0.3042,0.1604,0.3383,0.3744,0,-0.124555426,0.63016198,0.445328793,-0.176384855,0.52758872,-0.124555426,0,0.319510022,0.625928756,0.608405853,0.068617571,0.63016198,0.319510022,0,0.828167368,0.496880831,0.48934475,0.445328793,0.625928756,0.828167368,0,0.595008266,0.565791532,-0.176384855,0.608405853,0.496880831,0.595008266,0,-0.173466786,0.52758872,0.068617571,0.48934475,0.565791532,-0.173466786,0,3,9,TRUE,158.8281224
2f8f57d170044e35917d6da0,BSK-AAPL-ABBV-AXP-BRK-CAT-JNJ,149.663986,AAPL,ABBV,AXP,BRK,CAT,JNJ,9,American,Call,154.156158,150.163986,173.620361,332.549988,211.506134,171.498871,0.2434,0.1829,0.3042,0.1604,0.3383,0.1548,0,-0.124555426,0.63016198,0.445328793,-0.176384855,-0.100186188,-0.124555426,0,0.319510022,0.625928756,0.608405853,0.494227063,0.63016198,0.319510022,0,0.828167368,0.496880831,-0.040021057,0.445328793,0.625928756,0.828167368,0,0.595008266,0.387617237,-0.176384855,0.608405853,0.496880831,0.595008266,0,0.061803738,-0.100186188,0.494227063,-0.040021057,0.387617237,0.061803738,0,6,9,TRUE,45.10115207
8fc076e730b84fa483197e51,BSK-AAPL-ABBV-AXP-BRK-CAT-JPM,127.748947,AAPL,ABBV,AXP,BRK,CAT,JPM,3,American,Call,154.156158,150.163986,173.620361,332.549988,211.506134,128.248947,0.2434,0.1829,0.3042,0.1604,0.3383,0.2985,0,-0.124555426,0.63016198,0.445328793,-0.176384855,-0.017878348,-0.124555426,0,0.319510022,0.625928756,0.608405853,0.652057572,0.63016198,0.319510022,0,0.828167368,0.496880831,0.605321083,0.445328793,0.625928756,0.828167368,0,0.595008266,0.659221101,-0.176384855,0.608405853,0.496880831,0.595008266,0,0.938897289,-0.017878348,0.652057572,0.605321083,0.659221101,0.938897289,0,3,9,FALSE,59.3591763
0f39f98ee6fe4ad8816901c2,BSK-AAPL-ABBV-AXP-BRK-CAT-KO,332.049988,AAPL,ABBV,AXP,BRK,CAT,KO,12,American,Put,154.156158,150.163986,173.620361,332.549988,211.506134,58.350071,0.2434,0.1829,0.3042,0.1604,0.3383,0.1484,0,-0.124555426,0.63016198,0.445328793,-0.176384855,0.19621437,-0.124555426,0,0.319510022,0.625928756,0.608405853,0.390797381,0.63016198,0.319510022,0,0.828167368,0.496880831,0.255041324,0.445328793,0.625928756,0.828167368,0,0.595008266,0.422885256,-0.176384855,0.608405853,0.496880831,0.595008266,0,0.236202826,0.19621437,0.390797381,0.255041324,0.422885256,0.236202826,0,3,12,TRUE,157.2551732
fe032bc8dc9944c9ab78a278,BSK-AAPL-ABBV-AXP-BRK-CAT-MSFT,149.663986,AAPL,ABBV,AXP,BRK,CAT,MSFT,6,European,Call,154.156158,150.163986,173.620361,332.549988,211.506134,284.360321,0.2434,0.1829,0.3042,0.1604,0.3383,0.2636,0,-0.124555426,0.63016198,0.445328793,-0.176384855,0.822912508,-0.124555426,0,0.319510022,0.625928756,0.608405853,0.04758467,0.63016198,0.319510022,0,0.828167368,0.496880831,0.701782602,0.445328793,0.625928756,0.828167368,0,0.595008266,0.590802848,-0.176384855,0.608405853,0.496880831,0.595008266,0,-0.088838792,0.822912508,0.04758467,0.701782602,0.590802848,-0.088838792,0,6,9,TRUE,64.62065742
1b54a8fc5940406ea5d5467f,BSK-AAPL-ABBV-AXP-BRK-CAT-ORCL,332.049988,AAPL,ABBV,AXP,BRK,CAT,ORCL,6,American,Put,154.156158,150.163986,173.620361,332.549988,211.506134,79.22261,0.2434,0.1829,0.3042,0.1604,0.3383,0.2353,0,-0.124555426,0.63016198,0.445328793,-0.176384855,0.115988477,-0.124555426,0,0.319510022,0.625928756,0.608405853,0.547050846,0.63016198,0.319510022,0,0.828167368,0.496880831,0.569678152,0.445328793,0.625928756,0.828167368,0,0.595008266,0.567639731,-0.176384855,0.608405853,0.496880831,0.595008266,0,0.853003888,0.115988477,0.547050846,0.569678152,0.567639731,0.853003888,0,3,9,TRUE,152.679903
5cbedb12073f4f65b32120f7,BSK-AAPL-ABBV-AXP-BRK-CAT-PG,332.049988,AAPL,ABBV,AXP,BRK,CAT,PG,3,American,Put,154.156158,150.163986,173.620361,332.549988,211.506134,146.502274,0.2434,0.1829,0.3042,0.1604,0.3383,0.1592,0,-0.124555426,0.63016198,0.445328793,-0.176384855,0.278871185,-0.124555426,0,0.319510022,0.625928756,0.608405853,0.616843643,0.63016198,0.319510022,0,0.828167368,0.496880831,0.521591875,0.445328793,0.625928756,0.828167368,0,0.595008266,0.749902023,-0.176384855,0.608405853,0.496880831,0.595008266,0,0.397725313,0.278871185,0.616843643,0.521591875,0.749902023,0.397725313,0,9,12,TRUE,142.7646572
