223.526727,218.578207,106.948847,182.355628,175.544984,206.027443,0.025135,0.336596,0.745071,0.488244,0.585408,0.573597,0.753904,0.638943,0.806309,0.730440,-0.032558,0.611705,-0.009997,0.641324,0.575262,0.876023,0.273385,0.363373,0.587755,0.713501,-0.242836,58.738623,3.245291
174.063424,134.134823,185.952720,205.490129,251.439941,162.720288,0.777758,0.558295,0.174383,0.872446,0.339539,0.349755,0.314010,0.567404,0.075171,0.223983,0.810222,0.226851,0.573058,0.238413,0.333670,0.791136,0.332958,-0.152557,-0.139432,0.418947,0.012749,23.920947,16.038021
136.080856,146.486112,117.118802,101.038647,197.264533,120.347043,0.243498,0.632689,0.295791,0.339184,0.001368,0.295995,0.417451,0.072687,-0.425205,0.306335,0.332522,0.463641,0.783818,0.365335,0.222233,0.759726,0.754995,0.436492,0.751254,0.545364,-0.139947,7.671710,2.069920
192.813081,209.251112,252.619555,136.278176,136.150372,169.239997,0.451028,0.466260,0.929663,0.361125,0.875813,0.628169,0.220334,0.904619,0.579448,0.378350,0.822005,0.277386,0.764148,0.917449,0.419626,0.588056,0.503820,0.746083,0.355988,0.602124,0.632705,53.809188,44.980329
153.515130,166.578178,226.640250,178.895053,142.929371,237.653981,0.086813,0.663500,0.756539,0.982685,0.912344,0.475561,0.194945,0.909845,0.724257,0.294359,0.724234,0.060286,0.842629,0.662934,0.368132,0.208600,0.510775,0.421283,0.465760,0.586403,-0.114638,16.435797,4.471077
151.304712,153.901861,142.755225,203.536654,177.294121,217.604364,0.064423,0.961286,0.033357,0.564501,0.718050,0.527117,0.785724,0.410552,0.294135,0.432625,0.638745,0.640926,0.857801,0.047864,0.155411,0.336234,0.303112,0.601175,0.124514,0.310419,-0.024705,1.145456,10.297144
94.265334,122.368750,203.062756,166.070575,169.130183,190.766957,0.574052,0.868668,0.147318,0.485367,0.316942,0.511539,-0.161187,0.464135,-0.082914,0.567544,-0.155367,0.748253,0.643062,0.153783,0.425143,0.181145,0.633515,0.585380,0.881318,0.745036,0.091901,2.685161,3.231313
159.121938,235.181143,133.483005,186.895182,133.390935,181.213648,0.039649,0.649660,0.317960,0.797937,0.529000,0.091159,0.826113,0.406194,0.448616,0.474727,0.164926,0.850059,0.557059,0.079762,0.426252,0.552068,-0.437912,0.660927,-0.047355,0.811396,0.503438,15.016169,3.675473
254.528596,172.980405,239.731542,102.637162,201.257273,263.023000,0.654268,0.233746,0.654616,0.731069,0.441458,0.413776,0.217990,0.398268,0.107174,0.785900,0.504828,0.886353,0.051323,0.783534,0.758882,0.626279,0.840589,0.296059,0.456586,0.859159,0.814516,1.359914,61.984018
125.870025,190.537557,184.400206,128.678458,217.647682,222.281349,0.705067,0.179115,0.205445,0.717717,0.335133,0.842467,-0.001484,0.581593,0.572864,0.348486,0.684734,0.356587,0.248789,0.031101,0.727883,0.507286,0.576665,0.210114,-0.285216,0.925220,0.823567,0.816946,7.208869
142.164797,188.808918,185.812661,209.669968,292.094276,200.945680,0.767690,0.280291,0.099883,0.915910,0.312054,0.183882,0.180049,0.553778,0.502265,0.395720,0.725491,0.585983,0.440103,0.043826,0.818842,-0.016544,0.677171,-0.047826,0.763166,0.368308,0.045777,0.698236,86.020969
109.856534,152.719747,168.617093,150.712908,155.762754,190.217855,0.100851,0.070126,0.720898,0.635420,0.442856,0.999450,0.060190,0.742496,0.620409,0.424801,0.332922,0.027767,0.230942,0.515969,0.631819,-0.256436,0.245868,-0.373041,0.910843,0.052701,-0.077534,28.386055,35.787111
159.467781,187.102501,136.839333,127.152807,182.685765,158.263581,0.665473,0.815065,0.089397,0.288733,0.379604,0.857336,0.778156,0.804698,-0.424150,0.923567,0.880123,0.594995,0.781346,0.430286,-0.144599,0.378363,0.198018,0.184104,0.498959,0.213366,-0.047415,1.842331,51.008526
115.051240,237.836706,137.796293,183.971013,122.370071,152.643351,0.416639,0.483074,0.718962,0.176788,0.492938,0.491095,0.746429,0.876936,0.059376,0.287011,0.811735,0.608452,0.526216,-0.277409,0.331618,0.351027,0.499391,0.439398,0.535991,0.433194,0.234108,1.438778,74.984130
135.266909,147.816680,133.192065,145.886541,153.886222,211.793837,0.578456,0.503859,0.896961,0.148560,0.062449,0.534479,0.308436,0.563974,0.373278,0.234181,0.403391,-0.133694,0.382546,0.208814,0.100724,0.749344,0.515291,0.414982,0.224548,0.531531,0.982079,4.841126,19.779720
181.139888,169.273877,174.920656,203.578704,148.235261,203.979163,0.882129,0.911046,0.554360,0.836474,0.278731,0.321674,-0.006149,0.825408,0.034287,0.273286,0.778079,-0.289051,0.577922,0.208415,0.452671,0.240273,0.027696,0.381598,0.916816,0.733579,0.908698,13.979215,9.709388
205.230492,158.919451,200.047273,133.088116,127.567334,142.509831,0.455833,0.890047,0.341093,0.583448,0.720682,0.830083,0.439272,0.537441,-0.080162,0.349933,0.812666,0.904608,0.595691,0.822247,0.490715,0.562751,0.853167,0.284971,0.837516,-0.379290,0.790277,45.700108,3.066850
160.334444,198.171185,202.294185,123.571392,134.353015,137.563978,0.963690,0.255639,0.202116,0.669083,0.249740,0.211109,0.338293,0.090160,0.240207,0.916023,-0.027999,0.228289,0.569193,0.659944,-0.261587,0.638598,0.929684,0.779896,0.261285,0.895282,-0.266226,0.092879,22.991565
135.892966,133.497673,127.496920,132.003520,167.335891,180.250329,0.883078,0.113791,0.494342,0.909090,0.574492,0.140073,0.571862,0.288355,0.327052,0.114479,0.131015,0.446652,0.418813,0.692565,0.159825,0.158441,0.843317,0.302296,0.718160,0.271597,0.800374,30.385568,3.981135
